event_id,learner_id,session_registration,level,round_number,event_type,event_subtype,regime,event_timestamp,raw_statement_id
00000000-0000-4000-8000-000000000099,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,13,interacted,objection-presented,no-parity,2026-09-15T09:38:18.000Z,00000000-0000-4000-8000-000000000099
00000000-0000-4000-8000-00000000009b,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,13,interacted,objection-presented,no-parity,2026-09-15T09:38:42.000Z,00000000-0000-4000-8000-00000000009b
00000000-0000-4000-8000-00000000009d,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,13,interacted,objection-presented,no-parity,2026-09-15T09:39:06.000Z,00000000-0000-4000-8000-00000000009d
00000000-0000-4000-8000-0000000000a0,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,14,initialized,round-initialized,no-parity,2026-09-15T09:39:33.000Z,00000000-0000-4000-8000-0000000000a0
00000000-0000-4000-8000-0000000000a4,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,14,interacted,objection-presented,no-parity,2026-09-15T09:40:40.000Z,00000000-0000-4000-8000-0000000000a4
00000000-0000-4000-8000-0000000000a6,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,14,interacted,objection-presented,no-parity,2026-09-15T09:41:04.000Z,00000000-0000-4000-8000-0000000000a6
00000000-0000-4000-8000-0000000000a8,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,14,interacted,objection-presented,no-parity,2026-09-15T09:41:28.000Z,00000000-0000-4000-8000-0000000000a8
00000000-0000-4000-8000-0000000000aa,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,14,interacted,objection-presented,no-parity,2026-09-15T09:41:52.000Z,00000000-0000-4000-8000-0000000000aa
00000000-0000-4000-8000-0000000000ad,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,15,initialized,round-initialized,no-parity,2026-09-15T09:42:19.000Z,00000000-0000-4000-8000-0000000000ad
00000000-0000-4000-8000-0000000000b1,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,15,interacted,objection-presented,no-parity,2026-09-15T09:43:26.000Z,00000000-0000-4000-8000-0000000000b1
00000000-0000-4000-8000-0000000000b3,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,15,interacted,objection-presented,no-parity,2026-09-15T09:43:50.000Z,00000000-0000-4000-8000-0000000000b3
00000000-0000-4000-8000-0000000000b6,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,16,initialized,round-initialized,no-parity,2026-09-15T09:44:17.000Z,00000000-0000-4000-8000-0000000000b6
00000000-0000-4000-8000-0000000000ba,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,16,interacted,objection-presented,no-parity,2026-09-15T09:45:24.000Z,00000000-0000-4000-8000-0000000000ba
00000000-0000-4000-8000-0000000000bc,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,16,interacted,objection-presented,no-parity,2026-09-15T09:45:48.000Z,00000000-0000-4000-8000-0000000000bc
00000000-0000-4000-8000-0000000000be,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,16,interacted,objection-presented,no-parity,2026-09-15T09:46:12.000Z,00000000-0000-4000-8000-0000000000be
00000000-0000-4000-8000-0000000000c1,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,17,initialized,round-initialized,no-parity,2026-09-15T09:46:39.000Z,00000000-0000-4000-8000-0000000000c1
00000000-0000-4000-8000-0000000000c5,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,17,interacted,objection-presented,no-parity,2026-09-15T09:47:46.000Z,00000000-0000-4000-8000-0000000000c5
00000000-0000-4000-8000-0000000000c7,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,17,interacted,objection-presented,no-parity,2026-09-15T09:48:10.000Z,00000000-0000-4000-8000-0000000000c7
00000000-0000-4000-8000-0000000000ca,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,18,initialized,round-initialized,no-parity,2026-09-15T09:48:37.000Z,00000000-0000-4000-8000-0000000000ca
00000000-0000-4000-8000-0000000000ce,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,18,interacted,objection-presented,no-parity,2026-09-15T09:49:44.000Z,00000000-0000-4000-8000-0000000000ce
00000000-0000-4000-8000-0000000000d0,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,18,interacted,objection-presented,no-parity,2026-09-15T09:50:08.000Z,00000000-0000-4000-8000-0000000000d0
00000000-0000-4000-8000-0000000000d3,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,19,initialized,round-initialized,no-parity,2026-09-15T09:50:35.000Z,00000000-0000-4000-8000-0000000000d3
00000000-0000-4000-8000-0000000000d7,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,19,interacted,objection-presented,no-parity,2026-09-15T09:51:42.000Z,00000000-0000-4000-8000-0000000000d7
00000000-0000-4000-8000-0000000000d9,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,19,interacted,objection-presented,no-parity,2026-09-15T09:52:06.000Z,00000000-0000-4000-8000-0000000000d9
00000000-0000-4000-8000-0000000000dc,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,20,initialized,round-initialized,no-parity,2026-09-15T09:52:33.000Z,00000000-0000-4000-8000-0000000000dc
00000000-0000-4000-8000-0000000000e0,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,20,interacted,objection-presented,no-parity,2026-09-15T09:53:40.000Z,00000000-0000-4000-8000-0000000000e0
00000000-0000-4000-8000-0000000000e3,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,,completed,level-milestone,no-parity,2026-09-15T09:54:06.000Z,00000000-0000-4000-8000-0000000000e3
00000000-0000-4000-8000-0000000000ef,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,,completed,sim-completed,no-parity,2026-09-15T09:54:30.000Z,00000000-0000-4000-8000-0000000000ef
