score_id,learner_id,session_registration,level,item_code,capability_code,round_number,decision_type,score,raw_score,correctness,compliance_flag,style_match,response_time_seconds,score_timestamp,raw_statement_id
00000000-0000-4000-8000-000000000020,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),2,hook,100,,true,safe,2,15,2026-09-15T09:06:55.000Z,00000000-0000-4000-8000-000000000020
00000000-0000-4000-8000-000000000021,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),2,diagnosis,100,,true,safe,2,19,2026-09-15T09:07:14.000Z,00000000-0000-4000-8000-000000000021
00000000-0000-4000-8000-000000000022,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),2,pitch,100,,true,safe,2,24,2026-09-15T09:07:38.000Z,00000000-0000-4000-8000-000000000022
00000000-0000-4000-8000-000000000024,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),2,objection-response,100,,true,safe,2,18,2026-09-15T09:08:02.000Z,00000000-0000-4000-8000-000000000024
00000000-0000-4000-8000-000000000025,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),2,round-completed,100,3,true,,,,2026-09-15T09:08:07.000Z,00000000-0000-4000-8000-000000000025
00000000-0000-4000-8000-000000000027,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),3,partner-selection,100,,true,safe,2,22,2026-09-15T09:08:33.000Z,00000000-0000-4000-8000-000000000027
00000000-0000-4000-8000-000000000028,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),3,diagnostic-flow,83,,true,,,,2026-09-15T09:09:13.000Z,00000000-0000-4000-8000-000000000028
00000000-0000-4000-8000-000000000029,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),3,hook,33,,true,safe,2,15,2026-09-15T09:09:28.000Z,00000000-0000-4000-8000-000000000029
00000000-0000-4000-8000-00000000002a,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),3,diagnosis,33,,true,safe,2,19,2026-09-15T09:09:47.000Z,00000000-0000-4000-8000-00000000002a
00000000-0000-4000-8000-00000000002b,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),3,pitch,33,,true,safe,1,24,2026-09-15T09:10:11.000Z,00000000-0000-4000-8000-00000000002b
00000000-0000-4000-8000-00000000002d,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),3,objection-response,33,,true,safe,2,18,2026-09-15T09:10:35.000Z,00000000-0000-4000-8000-00000000002d
00000000-0000-4000-8000-00000000002e,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),3,round-completed,33,1,true,,,,2026-09-15T09:10:40.000Z,00000000-0000-4000-8000-00000000002e
00000000-0000-4000-8000-000000000030,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),4,partner-selection,100,,true,safe,2,22,2026-09-15T09:11:06.000Z,00000000-0000-4000-8000-000000000030
00000000-0000-4000-8000-000000000031,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),4,diagnostic-flow,83,,true,,,,2026-09-15T09:11:46.000Z,00000000-0000-4000-8000-000000000031
00000000-0000-4000-8000-000000000032,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),4,hook,67,,true,safe,2,15,2026-09-15T09:12:01.000Z,00000000-0000-4000-8000-000000000032
00000000-0000-4000-8000-000000000033,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),4,diagnosis,67,,true,safe,2,19,2026-09-15T09:12:20.000Z,00000000-0000-4000-8000-000000000033
00000000-0000-4000-8000-000000000034,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),4,pitch,67,,true,safe,1,24,2026-09-15T09:12:44.000Z,00000000-0000-4000-8000-000000000034
00000000-0000-4000-8000-000000000036,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),4,objection-response,67,,true,safe,2,18,2026-09-15T09:13:08.000Z,00000000-0000-4000-8000-000000000036
00000000-0000-4000-8000-000000000037,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),4,round-completed,67,2,true,,,,2026-09-15T09:13:13.000Z,00000000-0000-4000-8000-000000000037
00000000-0000-4000-8000-000000000039,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),5,partner-selection,100,,true,safe,1,22,2026-09-15T09:13:39.000Z,00000000-0000-4000-8000-000000000039
00000000-0000-4000-8000-00000000003a,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),5,diagnostic-flow,83,,true,,,,2026-09-15T09:14:19.000Z,00000000-0000-4000-8000-00000000003a
00000000-0000-4000-8000-00000000003b,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),5,hook,100,,true,safe,2,15,2026-09-15T09:14:34.000Z,00000000-0000-4000-8000-00000000003b
00000000-0000-4000-8000-00000000003c,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),5,diagnosis,100,,true,safe,2,19,2026-09-15T09:14:53.000Z,00000000-0000-4000-8000-00000000003c
00000000-0000-4000-8000-00000000003d,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),5,pitch,100,,true,safe,2,24,2026-09-15T09:15:17.000Z,00000000-0000-4000-8000-00000000003d
00000000-0000-4000-8000-00000000003f,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),5,objection-response,100,,true,safe,2,18,2026-09-15T09:15:41.000Z,00000000-0000-4000-8000-00000000003f
00000000-0000-4000-8000-000000000040,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),5,round-completed,100,3,true,,,,2026-09-15T09:15:46.000Z,00000000-0000-4000-8000-000000000040
00000000-0000-4000-8000-000000000042,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),6,partner-selection,100,,true,safe,2,22,2026-09-15T09:16:12.000Z,00000000-0000-4000-8000-000000000042
00000000-0000-4000-8000-000000000043,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),6,diagnostic-flow,83,,true,,,,2026-09-15T09:16:52.000Z,00000000-0000-4000-8000-000000000043
00000000-0000-4000-8000-000000000044,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),6,hook,67,,true,safe,2,15,2026-09-15T09:17:07.000Z,00000000-0000-4000-8000-000000000044
00000000-0000-4000-8000-000000000045,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),6,diagnosis,67,,true,safe,2,19,2026-09-15T09:17:26.000Z,00000000-0000-4000-8000-000000000045
00000000-0000-4000-8000-000000000046,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),6,pitch,67,,true,safe,1,24,2026-09-15T09:17:50.000Z,00000000-0000-4000-8000-000000000046
00000000-0000-4000-8000-000000000048,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),6,objection-response,67,,true,safe,2,18,2026-09-15T09:18:14.000Z,00000000-0000-4000-8000-000000000048
00000000-0000-4000-8000-000000000049,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),6,round-completed,67,2,true,,,,2026-09-15T09:18:19.000Z,00000000-0000-4000-8000-000000000049
00000000-0000-4000-8000-00000000004b,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),7,partner-selection,100,,true,safe,2,22,2026-09-15T09:18:45.000Z,00000000-0000-4000-8000-00000000004b
00000000-0000-4000-8000-00000000004c,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),7,diagnostic-flow,83,,true,,,,2026-09-15T09:19:25.000Z,00000000-0000-4000-8000-00000000004c
00000000-0000-4000-8000-00000000004d,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),7,hook,100,,true,safe,2,15,2026-09-15T09:19:40.000Z,00000000-0000-4000-8000-00000000004d
00000000-0000-4000-8000-00000000004e,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),7,diagnosis,100,,true,safe,2,19,2026-09-15T09:19:59.000Z,00000000-0000-4000-8000-00000000004e
00000000-0000-4000-8000-00000000004f,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),7,pitch,100,,true,safe,2,24,2026-09-15T09:20:23.000Z,00000000-0000-4000-8000-00000000004f
00000000-0000-4000-8000-000000000051,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),7,objection-response,100,,true,safe,2,18,2026-09-15T09:20:47.000Z,00000000-0000-4000-8000-000000000051
00000000-0000-4000-8000-000000000053,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),7,objection-response,67,,true,safe,2,18,2026-09-15T09:21:11.000Z,00000000-0000-4000-8000-000000000053
00000000-0000-4000-8000-000000000054,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),7,round-completed,100,3,true,,,,2026-09-15T09:21:16.000Z,00000000-0000-4000-8000-000000000054
00000000-0000-4000-8000-000000000056,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),8,partner-selection,100,,true,safe,2,22,2026-09-15T09:21:42.000Z,00000000-0000-4000-8000-000000000056
00000000-0000-4000-8000-000000000057,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),8,diagnostic-flow,83,,true,,,,2026-09-15T09:22:22.000Z,00000000-0000-4000-8000-000000000057
00000000-0000-4000-8000-000000000058,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),8,hook,0,,true,safe,2,15,2026-09-15T09:22:37.000Z,00000000-0000-4000-8000-000000000058
00000000-0000-4000-8000-000000000059,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),8,diagnosis,0,,true,safe,2,19,2026-09-15T09:22:56.000Z,00000000-0000-4000-8000-000000000059
00000000-0000-4000-8000-00000000005a,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),8,pitch,0,,false,risky,1,24,2026-09-15T09:23:20.000Z,00000000-0000-4000-8000-00000000005a
00000000-0000-4000-8000-00000000005c,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),8,objection-response,0,,false,borderline,2,18,2026-09-15T09:23:44.000Z,00000000-0000-4000-8000-00000000005c
00000000-0000-4000-8000-00000000005e,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),8,objection-response,0,,false,borderline,2,18,2026-09-15T09:24:08.000Z,00000000-0000-4000-8000-00000000005e
00000000-0000-4000-8000-00000000005f,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),8,round-completed,0,0,false,,,,2026-09-15T09:24:13.000Z,00000000-0000-4000-8000-00000000005f
00000000-0000-4000-8000-000000000062,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),8,partner-selection,100,,true,safe,2,22,2026-09-15T09:24:43.000Z,00000000-0000-4000-8000-000000000062
00000000-0000-4000-8000-000000000063,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),8,diagnostic-flow,83,,true,,,,2026-09-15T09:25:23.000Z,00000000-0000-4000-8000-000000000063
00000000-0000-4000-8000-000000000064,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),8,hook,67,,true,safe,2,15,2026-09-15T09:25:38.000Z,00000000-0000-4000-8000-000000000064
00000000-0000-4000-8000-000000000065,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),8,diagnosis,67,,true,safe,2,19,2026-09-15T09:25:57.000Z,00000000-0000-4000-8000-000000000065
00000000-0000-4000-8000-000000000066,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),8,pitch,67,,true,safe,1,24,2026-09-15T09:26:21.000Z,00000000-0000-4000-8000-000000000066
00000000-0000-4000-8000-000000000068,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),8,objection-response,67,,true,safe,2,18,2026-09-15T09:26:45.000Z,00000000-0000-4000-8000-000000000068
00000000-0000-4000-8000-00000000006a,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),8,objection-response,33,,true,safe,2,18,2026-09-15T09:27:09.000Z,00000000-0000-4000-8000-00000000006a
00000000-0000-4000-8000-00000000006b,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),8,round-completed,67,2,true,,,,2026-09-15T09:27:14.000Z,00000000-0000-4000-8000-00000000006b
00000000-0000-4000-8000-00000000006d,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),9,partner-selection,100,,true,safe,1,22,2026-09-15T09:27:40.000Z,00000000-0000-4000-8000-00000000006d
00000000-0000-4000-8000-00000000006e,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),9,diagnostic-flow,83,,true,,,,2026-09-15T09:28:20.000Z,00000000-0000-4000-8000-00000000006e
00000000-0000-4000-8000-00000000006f,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),9,hook,67,,true,safe,2,15,2026-09-15T09:28:35.000Z,00000000-0000-4000-8000-00000000006f
00000000-0000-4000-8000-000000000070,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),9,diagnosis,67,,true,safe,2,19,2026-09-15T09:28:54.000Z,00000000-0000-4000-8000-000000000070
00000000-0000-4000-8000-000000000071,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),9,pitch,67,,true,safe,1,24,2026-09-15T09:29:18.000Z,00000000-0000-4000-8000-000000000071
00000000-0000-4000-8000-000000000073,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),9,objection-response,67,,true,safe,2,18,2026-09-15T09:29:42.000Z,00000000-0000-4000-8000-000000000073
00000000-0000-4000-8000-000000000074,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),9,round-completed,67,2,true,,,,2026-09-15T09:29:47.000Z,00000000-0000-4000-8000-000000000074
00000000-0000-4000-8000-000000000076,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),10,partner-selection,100,,true,safe,2,22,2026-09-15T09:30:13.000Z,00000000-0000-4000-8000-000000000076
00000000-0000-4000-8000-000000000077,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),10,diagnostic-flow,83,,true,,,,2026-09-15T09:30:53.000Z,00000000-0000-4000-8000-000000000077
00000000-0000-4000-8000-000000000078,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.1,(ETL lookup),10,hook,100,,true,safe,2,15,2026-09-15T09:31:08.000Z,00000000-0000-4000-8000-000000000078
00000000-0000-4000-8000-000000000079,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.3,(ETL lookup),10,diagnosis,100,,true,safe,2,19,2026-09-15T09:31:27.000Z,00000000-0000-4000-8000-000000000079
00000000-0000-4000-8000-00000000007a,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.1,(ETL lookup),10,pitch,100,,true,safe,2,24,2026-09-15T09:31:51.000Z,00000000-0000-4000-8000-00000000007a
00000000-0000-4000-8000-00000000007c,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L2.3,(ETL lookup),10,objection-response,100,,true,safe,2,18,2026-09-15T09:32:15.000Z,00000000-0000-4000-8000-00000000007c
00000000-0000-4000-8000-00000000007d,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-1,L1.4,(ETL lookup),10,round-completed,100,3,true,,,,2026-09-15T09:32:20.000Z,00000000-0000-4000-8000-00000000007d
00000000-0000-4000-8000-000000000080,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),11,hook,100,,true,safe,2,16,2026-09-15T09:32:43.000Z,00000000-0000-4000-8000-000000000080
00000000-0000-4000-8000-000000000081,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),11,diagnosis,100,,true,safe,2,20,2026-09-15T09:33:03.000Z,00000000-0000-4000-8000-000000000081
00000000-0000-4000-8000-000000000082,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),11,pitch,100,,true,safe,2,25,2026-09-15T09:33:28.000Z,00000000-0000-4000-8000-000000000082
00000000-0000-4000-8000-000000000084,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),11,objection-response,100,,true,safe,2,18,2026-09-15T09:33:52.000Z,00000000-0000-4000-8000-000000000084
00000000-0000-4000-8000-000000000086,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),11,objection-response,67,,true,safe,2,18,2026-09-15T09:34:16.000Z,00000000-0000-4000-8000-000000000086
00000000-0000-4000-8000-000000000088,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),11,objection-response,67,,true,safe,2,18,2026-09-15T09:34:40.000Z,00000000-0000-4000-8000-000000000088
00000000-0000-4000-8000-00000000008a,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),11,objection-response,67,,true,safe,2,18,2026-09-15T09:35:04.000Z,00000000-0000-4000-8000-00000000008a
00000000-0000-4000-8000-00000000008b,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),11,round-completed,100,3,true,,,,2026-09-15T09:35:09.000Z,00000000-0000-4000-8000-00000000008b
00000000-0000-4000-8000-00000000008d,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),12,hook,67,,true,safe,2,16,2026-09-15T09:35:29.000Z,00000000-0000-4000-8000-00000000008d
00000000-0000-4000-8000-00000000008e,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),12,diagnosis,67,,true,safe,2,20,2026-09-15T09:35:49.000Z,00000000-0000-4000-8000-00000000008e
00000000-0000-4000-8000-00000000008f,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),12,pitch,67,,true,safe,1,25,2026-09-15T09:36:14.000Z,00000000-0000-4000-8000-00000000008f
00000000-0000-4000-8000-000000000091,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),12,objection-response,67,,true,safe,2,18,2026-09-15T09:36:38.000Z,00000000-0000-4000-8000-000000000091
00000000-0000-4000-8000-000000000093,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),12,objection-response,33,,true,safe,2,18,2026-09-15T09:37:02.000Z,00000000-0000-4000-8000-000000000093
00000000-0000-4000-8000-000000000094,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),12,round-completed,67,2,true,,,,2026-09-15T09:37:07.000Z,00000000-0000-4000-8000-000000000094
00000000-0000-4000-8000-000000000096,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),13,hook,100,,true,safe,2,16,2026-09-15T09:37:27.000Z,00000000-0000-4000-8000-000000000096
00000000-0000-4000-8000-000000000097,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),13,diagnosis,100,,true,safe,2,20,2026-09-15T09:37:47.000Z,00000000-0000-4000-8000-000000000097
00000000-0000-4000-8000-000000000098,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),13,pitch,100,,true,safe,2,25,2026-09-15T09:38:12.000Z,00000000-0000-4000-8000-000000000098
00000000-0000-4000-8000-00000000009a,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),13,objection-response,100,,true,safe,2,18,2026-09-15T09:38:36.000Z,00000000-0000-4000-8000-00000000009a
00000000-0000-4000-8000-00000000009c,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),13,objection-response,67,,true,safe,2,18,2026-09-15T09:39:00.000Z,00000000-0000-4000-8000-00000000009c
00000000-0000-4000-8000-00000000009e,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),13,objection-response,67,,true,safe,2,18,2026-09-15T09:39:24.000Z,00000000-0000-4000-8000-00000000009e
